item_id,item_name,order_count
5277588,Beef & Bacon XL,121
317239,Husets vin - rød / hvid          1/1 fl.,121
638798,Vegetar,121
626375,Gorgonzola,121
668499,Kylling (75),121
317245,Kande kaffe,121
1249266,Dip,121
450807,3 Trøfler,121
829828,Frokost - Pizza skinke og ananas,121
5958280,Dagens kage,121
5952736,Kuvertpris,121
6002911,Pommes stor,121
5974086,Kalamaki RET,121
514751,Sort Kaffe,121
500258,Oste- og Charcuterieanretning med Brød,121
1496899,Alle børnemenuer,121
958446,Downtown m1,121
5944427,Pepperoni Pizza,121
5969988,Underberg,121
292513,Hotstont Ribeye   ca. 300g.,121
1267284,Gavekort,121
1087100,"Harboe 0,5 Lt",121
382724,Nuggets - børnemenu,121
716787,Rambo,121
510904,Super Shake (Vanijle) std.,121
5947908,Fisk med Rejer,121
716624,Glas Vin,121
2762326,Bolle,121
5975276,Forårsmenu 2,121
629363,Kyllingeburger,121
666352,Mozzarella Tomat Sandwich V. stor,121
505793,Rispapir Tempura Rejer (8 stk),121
5978751,SODAVAND,121
563382,Kildevand,121
693447,Diverse (43),121
505727,Big Laks,121
466945,Bacon dog,121
2605328,"Slikkepind (stor), Gum station",121
590361,Babo,121
1658613,Chili Cheese Tops 5 stk,121
667258,Sofie,121
444490,Antaly Pizza,121
667254,Teenager,121
651169,Aquador,121
356707,Stor Coca-Cola,121
507774,Vegetariana (Vegetarian pizza),121
5972252,Twister mallow,120
5965440,34-Lambada,120
682532,F11 tyndstegsfilet,120
1892985,Peanut Butter Chocolate Candies,120
5950137,Red Bull,120
5968778,UMA glas,120
5982789,Toast (25),120
1227468,Dressing/Chili/Mayo/Grønsager etc,120
1249350,Skive steg,120
5996000,Disaronno Fizz,120
5965080,Bulgur,120
5941001,"Rød Aalborg, Export, Krone og Porse",120
1934235,Dr Pepper,120
5984737,Juice,120
5940541,Fransk Hotdog,120
94529,Espresso Macchiato,120
543989,Rom Royale,120
94968,Apple Juice,120
508409,Øl,120
508469,Snickers,120
4405595,Nutella,120
5966111,Banana Split,120
909113,Cæsarsalat Vegetar,120
6009993,americano,120
5960654,gave,120
5984790,Kingfisher large,120
5984831,Cold brew,120
5945896,1 fl Hvidvin,120
6009049,Æble- eller appelsinjuice,120
861899,Spirit 25,120
5975945,Pomfritter,120
5988219,Vin glas,120
5990412,P - Astronaut,120
5955623,Mafiosa 27,120
5961551,Milkshake. Banana,120
467631,Fiskefilet. 2 Stk,120
5907435,3. Avocado-Cashewost,120
1454684,Raw,120
5957327,Garlic oil,120
5990676,6 x Jægerbombs,120
5962164,Rejemad,120
452104,Nachos Med Kylling,120
480474,Kylling Sandwich,120
6001602,Falafel,120
5962317,RYSBJERG SMYKKER,120
469951,Charcuteri,120
622232,Landgangsbrød med Mix (Shawarma & Kylling),120
5950764,Chili mayo,120
487251,La Bamba,120
796523,The,120
4266134,Espresso,120
2478988,"4,5 kg Rug 3",120
5953851,Lagavulin,120
5986739,Tea,120
1278367,Smoking,120
116792,Chips,120
473553,Forårsrulle med karrysovs,120
5972309,CRISPY CARAMEL - ÆGG,120
3465271,Yuki&love Peanut Mochi 210g,120
622150,Nemi,120
5943943,Karamel Macchiato,120
5950756,Kids Fish and chips,120
484241,Oksekød Sandwich (Indbagt),120
5956568,Danskvand glas,120
5982541,Bacon,120
2353988,El fastliggere,120
5940272,Kande øl,120
530928,Bitter,120
5995259,Spiritus,120
5964877,Kridts hakkebof,120
5995691,BMO,120
1265756,Malboro red 100,120
5995455,Skinke Pitabrød,120
3723368,"Taro Fish Snack, Hot Chili Flavoured",120
484444,"Spaghetti, Oksekød, Fløde, Bacon, Ost, Tomatsauce, Krydderier",120
5956651,Pasta med Bagt Laks,120
5963244,Carlsberg,120
5968859,Spiritus Enkelt 28,120
3561656,Kimchi 160g,120
543851,Salame e prosciutto,120
5949931,Fanta,120
5980767,Nuttela,120
6003019,2 x Fransk hotdog,120
173566,"Forret, sup & børn",120
429680,Redbull,120
5951476,Mount Riley Pinot Noir 2022 - Glas,120
1449131,Faxe Kondi,120
1830887,Pita Kyllingestrimler,120
5967960,Rasmus øl (fadøl),120
5981715,Tilkøb af vinmenu,120
5953809,Bacardi (Double),120
716618,Vand,120
5981716,Venø østers 3 stk,120
695012,Rainbow,120
574520,Phat Nam Man Hoi,120
695018,Spaghetti og Kødsauce,120
523534,Falafel Burger,120
5978236,Kylling med Fritter,120
695495,Groen salat,120
5975348,Miso Suppe,120
5977603,Alm. Vand,120
769807,Tuborg festival dåse 50cl,120
5966440,Haribo Starmix 80g Halal,120
5966439,Haribo Worms,120
824951,"Kebab, Champignon, Løg, Jalapenos Oregano.",120
796416,Spilmaskiner husk skriv på blok i spillekassen,120
6005983,"STØRRE PORTION +25,-",120
5974766,Unspecified,120
615494,Bøf Sandwich,120
5974209,Kartoffelmad,120
712119,Cocio,120
1747574,"White Mystery Candy, White Mystery",120
5941892,Frisk Fornyelse,120
1857855,Cappuccino,120
5957433,Pulledpork burger,120
969864,Red Bull The Red Edition,120
5993251,Fresh Melon,120
4166416,Husets vin - glas rosè,120
5966032,1/1 Fl,120
5975349,Wasabi ærter,120
487875,Pizza 10,120
1466226,Croissant,120
5987738,a. Bøfsandwich,120
1480972,Takis Fuego,120
5989712,Solo Mi Quesadillas,120
5989199,Sodavand,120
6008848,Hawaii,120
480298,Special,119
808984,"Bacon, æg, Parmesan Og Sort Peber",119
3461219,Vegetar,119
668406,Ala Diavola,119
5954347,Smirnoff Vodka (Single),119
542954,IRISK KAFFE 2CL,119
429793,Rød Cecil,119
5962938,Nachos (V),119
625359,Bacon menu,119
716948,Shot (200),119
809021,"San Pellegrino 0,5 L",119
668425,La Villa,119
2590499,Tuborg Classic 25 cl.,119
5947936,Suntop Juice,119
5946818,Stor Fritz,119
487312,Nachos,119
353800,8 STK. KYLLINGENUGGETS,119
5974108,Feta Pseti (stegt feta),119
534571,Ligther,119
373225,Tun,119
667246,Hajne,119
5951788,Stang 5 stk.,119
5402011,Apanage 1874 Brut - Flaske,119
563927,Strong 5,119
1640579,Hyldeblomst Saft,119
449551,Agrukbrød,119
505625,Deluxe Dragon,119
5161386,Barbecue Ben & Bowl,119
695024,Chili i bæger,119
6010749,J. M glas,119
5944967,MAMA. ROSA,118
656203,Barbaros,118
498050,Torsdags menu 1/2 børne,118
4077939,4cl. with soda,118
404497,Kylling,118
578672,Daal Mild,118
5988875,1. Beef Combo,118
945720,Azteca,118
5989730,Franco,118
5944629,Margarita,118
493621,Hotdog m/Frank m/Bacon,118
693449,Diverse (49),118
615174,Pita Mix Menu,118
3278575,Porse Guld,118
5974694,Nuggets menu,118
1531882,1 bomb,118
1830848,Matrix,118
645816,Tonno,118
639120,Omelet,118
343707,Crispy Jordskokker,118
5944430,Cocktailpølser,118
3393455,Seasoned Seaweed 100g,118
553240,"Rosario Este, Sauvignon Blanc (Chile)",118
451380,Sicilia (A),118
552402,Fresh Strawberry,118
622503,Toast,118
5995397,Pepperoni,118
611139,Acapulco,118
480325,Bamse,118
611940,S1 - Kebab,118
3720028,Peppermint Ginger Chews 56g,118
508458,Tyrkiskpeber Slikkepind,118
5963124,Flaske Vand,118
480352,Scampi Al Aglio,118
446506,Islatte,118
668550,Kildevand,118
542913,KAFFEBAILEYS 2CL,118
6013000,Drikkevarer tilbud,118
466939,Pølse i svøb,118
3531777,Lkk Soy Sauce For Dumplings,118
5970910,Pommes fritesy,118
5971457,Smørrebrødbuffe alm,118
5982487,Pølser,118
808619,A.  Åben indbagt,118
487233,Vegetar Gourmet,118
3756931,Chicken Powder 250g,118
5947262,Fh,118
6001323,Valgfri cocktail,118
809804,Chokolade corny,118
5501823,Lotte Koala Chocolate Filled Biscuit,118
626480,Rød- og Hvidvin Glas,118
125650,Jungle dip,118
603381,Tattoo (Uden Moms),118
2157224,Cornetto King cone,118
5983260,Rød viking,118
2073965,Platte,118
5984832,Iced Americano,118
641500,American,118
626387,Mix 1,118
3596706,Fritter med dip,118
317254,Pandekager m/is,118
5977307,Granola,118
5957576,Kanelsnurre,118
899437,Kaffekort,118
4829248,Træf Kaffe,117
5950681,Dark N'Stormy,117
542915,KAFFE & TE + 1 REFILL,117
545344,Oksekød i Karry med Grøntsager,117
497781,"Kylling med Champignon, Bambusskud og Minimajs",117
5998170,Hønsesalat,117
5941682,Chokolade,117
5940773,Torsk,117
2156699,Twister mallow,117
5986099,Capri-Sun,117
5996273,Fiskefilet,117
1977005,Unspecified,117
3645849,Kande kaffe,117
5986177,Fufu and Banga Soup,117
5963618,Herdez salsa verde,117
5954099,Black Russian,117
5950108,1 Kande Kaffe,117
2456973,1 æske romkugler a 5 stk,117
5981896,Cola,117
5950743,Red Chateau les 3 villages gl.,117
343757,Agurk Hosomaki,117
6008968,Grilled chicken salat,117
2941337,Small Menu,117
5952148,Bourgogne Rouge Glas,117
460765,Sesam Tempura,117
1274911,Prince orginal 100,117
6004080,Danske ost,117
4959255,Agurk Hoso Maki,117
5938029,Stevia sodavand,117
615177,Durum Kylling Menu,117
5978471,Pad Krapaw,117
5978841,6. Ristet Hotdog,117
5973609,Nuggets,117
5981417,Cremant de Bourgogne Glas,117
5987619,Sam,117
5987979,a. Calzone,117
6007465,Unspecified,117
1320939,Skippers pipes,117
622806,Big Burger,117
6008048,Medium,117
693427,Krydderie (39),117
5988212,Økologisk saft,117
5949478,Prince rod blod,117
5994506,Hvidvin flaske,117
5947499,300 kr. for de første 10 km.,117
655356,Sushi Party (92 stk.),117
5981196,Brunsviger,117
656253,Kylling Mix,117
5977978,Smørrebrød,117
5277625,Vegetar i Rødkarry,117
4043245,Ají amarillo,117
5945897,1 fl. Rødvin,117
805688,Kylling,117
5952098,Lumumba,117
5957387,Æggekonen,116
487231,Margarita Gourmet,116
5940050,Brunch,116
468504,Hyldeblomstsaft,116
1857973,Haribo slikposer,116
3085950,Ristet i svøb,116
544138,Chardonnay Friuli,116
5969893,Blå Thor,116
5995649,pellegrino vand,116
638382,Luksus Favoritter fra nr. 79-83.,116
3607939,Sautao Egg Noodles 454g,116
5983477,Sportsvand lime & citron 50 cl (sukkerfri),116
1932801,Mini Candy Sushi,116
638391,Energi Drik,116
937242,Varmrøget Laks,116
3074837,Irish summer,116
666366,The Boss lille,116
5995680,Topping Sauce,116
514720,Grimbergen,116
668442,A. Patate,116
544464,"Stegte Nudler med Kylling, Rejer & Skinke m/u Karry",116
1857815,Red Bull,116
4788089,Egg,116
590390,Juventus,116
5974604,Avocado Nigiri,116
429106,Lille Special Fadøl.,116
487853,Nachos,116
373196,Salami Special,116
2392763,The kongsgaard,116
451156,M/ Ost,116
788171,Muslibar,116
615657,Chokoladebar,116
533936,Krenkerup 33 cl,116
693390,Kaffe (250g),116
951452,Smøre Brød (1 stk),116
5974608,California (1 stk),116
799854,Hawaii,116
5966052,Bruschetta Italina,116
6008670,Somersby 33cl.,116
693425,Krydderie (8),116
5975351,Spicy Edamame,116
2912661,Vaffel 4 kugler,116
5957985,Klejner,116
343795,Maki Deluxe Menu,116
5966080,Enchilada De Mole,116
5988242,Bilnøgle,116
3351562,Roasted black sesame seeds 100g,116
578647,Vindaloo Meget Stærk,116
497879,Flæskesteg,116
467165,Minirulle Pr. Stk,116
1658554,Bubber Pizza,116
5988246,Æble juice,116
470646,Boller m/smor/2Ost,116
5981468,Chicken tikka masala,116
5974109,Dolmades (fyldte vinedruesblade)Med BRØD,116
820116,Dobbelt op,116
716646,Juice (Hel Dag),116
480851,Sandwich,116
500225,Marc Hebrart Rosé NV,116
616118,27,116
968829,Mars,116
814143,Giant Classic,116
806237,Al Capone,116
5977079,Bologna,116
908850,½ Grillkylling,116
437704,Shot (20),116
446301,Pilsner/classic på dåse,116
543513,A. Pluto,116
5986698,"Prosecco, Extra Dry, Proverbio Italien, Veneto, Treviso",116
473388,Ribbensandwich,116
611188,A. 1/2 Kylling Uden Tilbehør,116
1893958,Kinder Bueno,116
671462,Bacon ost menu,116
667285,Cheesebruger,115
5962178,Kaffe,115
1452875,Brugt vinyl,115
363820,CRISPY BURGER KIDS,115
501620,Flæskesteg sw,115
615537,Franskhotdog Menu,115
5942645,troeffel + kaffe frit valg,115
5946585,Cider,115
467174,Stegte Ris Eller Nudler I Stedet for Kogt Ris,115
470659,6. Quinoa Burger,115
2762313,Kyllingeburger (30),115
450901,Smørrebrød,115
5277617,Oksekød i Citrongræs & Chili,115
5953219,Moet & Chandon Nectar,115
751720,1/1 Flaske Alm. Spirits,115
751723,Gambrinus,115
5951343,Franksbrød 1/2,115
2622795,Kande cocktail,115
5980169,To-Go,115
5980117,Postkort,115
617048,Urtemayo,115
2491116,Kølevarer(85),115
638831,UFO 3,115
2565742,Pitabrød med Kylling,115
5962219,Paloma,115
5982667,DANSK VAND LILLE,115
5982659,Gavekort,115
5986671,Mix Yourself Salat Buffet,115
622477,Sandwich Menu,115
4829252,Kage,115
716769,Bella Donna,115
6001870,Flødeboller,115
655165,Laks Sashimi (6 Stk),115
429788,Lighter,115
624315,Chili cheese tops 7 stk,115
5962598,Cappucino,115
5962570,Jordbærsuppe,115
2479024,"1,5 kg Arkivarens, grusli",115
4959229,Tang Salat,115
4959296,Oksekød med grøntsager,115
4959269,Ebi Furai Big Roll,115
638811,Mama Mia,115
5943209,Frikadelle burger,115
5998806,Vegetarian burger,115
5940328,Aperol,115
543532,"C. Hjemmelavet Bacon Cheese Burger, 200g Bøf",115
5995782,Milk for coffee,115
5969870,Munken pilsner (lille),115
5986664,Tiramisu,115
483750,Unspecified,115
908848,Kebabmix,115
658494,Stenalderbrød,115
367996,Kaffe - kande,115
695020,"Kebab, Champignon, Løg, Chili og Hvidløg",114
3084410,Kaffe,114
463097,Bærerpose,114
5990158,Adlibitum Børn (3-5 år),114
1246104,Cornetto Classic,114
5958727,Honninghjerter,114
6012544,Grillpølse,114
909198,"Aresan, Spanien, ØKO/Vegansk Tempranillo",114
5234173,VAND,114
5944964,Hawaii,114
5996428,Reperation,114
5968928,Brunch,114
495417,Lune Snacks,114
4634854,Irsk kaffe,114
383237,Is,114
2079600,Latte,114
671467,Kong hans menu,114
6000041,Cola,114
1917783,Flaske Spiritus (650),114
5967974,Irish Coffee (45),114
3552157,Maggi Seasoning Sauce 680ml,114
5983265,Påskebrug,114
543418,Hvidvin 1/1 fl.,114
294019,Rosario fl.,114
4350836,Waffle Bites,114
538567,"0,25l Sodavand",114
5967746,Vin glas,114
5972749,SPRING SMALL SELECTION BOX,114
716770,Roma,114
596186,Margherita,114
3471805,Thai Sort Chili Paste 114g,114
5987295,Ceres,114
5981837,3 st. Lækker Chokoladedessert,114
1272785,Capri-sun Kirsche & Granatapfel,114
1272831,Bugler,114
1092897,Unspecified,114
5691266,KARTOFFL,114
4922623,3 kugler is.,114
626451,Halv Grillkylling,114
590340,Italiana,114
5937291,Smørrebrød m. 2 skiver pålæg,114
5937106,Fuldkorns Hvedebolle,114
3452241,Tawny Port Glas,114
5980766,Oreo,114
3461259,Dåse Sodavand,114
5981259,Unspecified,114
563376,Kylling Nuggets & Pomfritter,114
470608,Unspecified,114
5994180,Cake,114
4115626,Champignons,114
461069,Biksemad med Spejlæg,114
4165380,Te ad libitum,114
638292,Shawarma,114
1406356,Kings c021,114
5978598,Antipasto Misto,114
4967212,2021 Arivi Montepulciano d’Abruzzo,114
5966391,Mellem Slush Ice,114
353869,OKSEKØD med champignon og bambusskud,114
693384,Tebrev (62),114
5951799,Fresh,114
2660100,ZINFANDEL USA CALIFORNIA,114
5939795,Confitteret And,114
693365,Te (500g)145,114
497864,Spansk Sandwich,114
5942074,Rosevine,114
5987786,"Ud af huset 0,5 liter sodavand",114
5947631,drikkeglas uden pris,114
656250,Græske Bøffer,114
5951309,Jäger m mix,114
5951273,"Mount Riley Sauvignon Blanc 2023, Marlborough, New Zealand - Flaske",114
404485,Amigo,114
440026,Bologna,114
3378745,Ayuko Gyoza Pork&Veget 400g,114
5944633,Milano,114
615130,Sodavand,114
5990142,Summer mix small,114
5942964,Frankfurter Pølse,114
5989713,For 2 Persons to Share,114
4042882,Bombilla,114
4037163,Postkort,114
1550296,Alm. pommes,114
404502,Anders And,114
5947957,Slikpose 2 stk,114
5942641,Filur Kande,114
449571,Den Stærke,114
5975882,RTD 4 stk,114
5975801,"Cola 0,5",114
5978304,Mini BB Burger,114
5978320,"Orimos Red,",114
5978300,Creme Brûlée,114
823730,Kakao med flødeskum,114
5944714,Spaghetti Carbonara,113
5946363,Fugle,113
825373,Dessert,113
2003718,Stor årstidens fad,113
2018285,Stegte Nudler,113
616165,Grill Mix,113
480328,Coctail Di Gamberetti,113
543884,Pistaciefondant,113
1249000,Hotdog m/franfurter,113
641110,Postevand pr person,113
435069,Rødkarry med kylling,113
668505,Pasta Penne (105),113
5944433,Cio Cio,113
622115,Toscano​,113
5944436,Black & White,113
480424,Kyllingfilet,113
502352,Tilbud Menu 1(46 stk.) (Til 2 Personer),113
459922,Pølsebrød,113
382636,Bøfsandwich - menu,113
5951241,Bolw m crispy chicken,113
1856938,"Vand 0,5 l",113
529863,Pollo,113
678639,ALM. LILLE SALAT,113
2004710,Flaske Postevand,113
545461,Kyllingemix,113
638821,Milano,113
3551666,Banan-Nutella,113
603358,Frugt,113
693409,Te150g (65),113
693424,Krydderie (33),113
5412246,Slush ice,113
751584,Hindbær Saft,113
622566,Irish Coffee (45),113
3863830,Øko rooibos 100 g,113
534450,Irish Kaffe,113
5403368,GNOCCHI Saint Agur,113
5939064,1 Shot,113
564273,Snackkurv,113
431118,Farve (630),113
449532,Fransk Hotdog med Frankfurter,113
535767,Reje Sushi Box (10 stk),113
497911,Sodavand ½ l,113
429311,Halv Kylling,113
6012962,Brød,113
5977082,Verona,112
519795,Spinato,112
5960245,Pastasalat,112
5277594,Big Burger Menu,112
6014112,Red Dragon,112
5798791,Ramboutan Sirop Aroy-d 565 g/230 g,112
5965473,"Tomatsauce, Ost, Gorgonzola",112
5965463,Limfjord,112
353855,Lille hvidløgssauce eller lille chilisauce,112
638893,Falafel,112
1477415,VAND,112
5966097,Shawarma,112
1658517,Jonas,112
4037090,Glasfrø med blomst,112
5989549,Danskvand - Bornholms Kildevand,112
5966780,Plain Naan,112
611151,Børne Pizza,112
742444,Takeaway Forret,112
5966914,Buffet 2,112
5950141,Kinder Bueno White Gaufrettes Enrobees De Chocolat Blanc X2 Barres,112
3716615,Aroy-D Bamboo Shoot (strips) 540g,112
603759,6,112
805962,Mama Mia,112
461996,Rosso,112
3726860,Pork Flavour Seasoning Powder,112
5962951,Remoulade,112
611200,1/1 Flaske Vin - Rød - Hvidvin (Fra),112
5965055,ABAYA,112
638817,Prins,112
497830,Stegte Nudler med Grøntsager,112
611216,A. Kartoffelbåde Lille,112
4014898,Toxic Waste,112
762330,Æblekage,112
5962903,"Tomatsauce, Ost, Pepperoni, Hakket Oksekød",112
5963116,"Tomatsauce, Ost, Kebab, Paprika",112
603409,Vand,112
5936188,Chicken Soup Powder 400g,112
360665,Hånddelle,112
5974103,Spanakopita,112
5974391,Nuggets,112
5979275,kartoffel pizza,112
524315,Marineret Kylling,112
5953812,Famous Grouse (Single),112
5953806,Coffee / Tea,112
377928,Husets burger special,112
810928,"Coca Cola 0,25 l i lille plastflaske",112
5953825,Casa Nible Blanco,112
5972478,Byg selv pizza,112
648885,Varm Kakao,112
5939993,Gun pop,112
5962033,34. Afrodite,112
343702,Crispy Croquettes m/Ris og Laks,112
968802,Jiwa enkelt cone,112
645931,Penne Pollo,112
5975939,Æg og Rejer,112
645895,Klassisk Okse,112
463123,Småkager  1 Pose,112
638258,Margarita,112
498956,Frokost Laks Menu (14 Stk),112
5977071,Roma,112
5400421,Flat White,112
5953034,NR. 101,112
945727,Pepperoni,112
563688,Victoria,112
2762309,Chips,112
5974644,Spicy Krebsehaler (3 stk),112
6007329,Burger menu,112
559935,Stjernekaster,112
5975369,Asparges Bacon,112
292483,Tempura rejer,112
530896,Piña colada,112
5953802,Orange Juice,112
4891021,Olfert,112
626423,Pepperoni og Majs,112
106840,Rhubarb Heaven lemonade,112
667716,Ølkort,112
5982802,10 stk Blå Boller/Pink Pussy/Kinderæg/Æblekage,112
2386494,Brown,112
5970811,Alm pizza,112
5998863,Is - isbjorn,112
530921,Shot,112
4959322,Stegte æg Nudler med Rejer & Grøntsager,112
292472,Ribeye,112
968388,Pringles Paprika,112
770007,Vin 70cl rød hvid,111
5968594,Lille mumme,111
5954419,White Wine,111
540302,Øl Alm,111
533449,"Kebab, Pepperoni, Bacon, Ananas",111
5936058,Romkugle,111
638797,O Solo Mio,111
679555,Big Burger 150g,111
5943166,Juice,111
5941646,Nachos med Ost og Kylling,111
5941787,Camel blue,111
1274022,Daim,111
1443587,Kings orginal,111
5994822,Ice coffee,111
466937,Chili Pølse,111
5958338,½ Other,111
6011329,Hj Pita Mix,111
5975866,Fadøl Li,111
563432,Forårsruller (Pad Thai) 3stk.,111
343736,Crispy Chicken,111
545476,Pommes Frites Lille,111
5997466,Cocktail,111
429070,Kyllingsandwich m. Pommes,111
807023,Bacon Cheese Burger,111
3547225,"Cava, Spain",111
173563,Vegetar,111
667245,Mutti,111
693422,Krydderie (29),111
5975988,Unspecified,111
3085193,Kings lilla,111
6009080,Kronenbourg Blanc,111
695014,Pepperoni,111
6006027,Halloumi Bowl,111
461055,Kaffe,111
5988192,Mariager &lt;&gt; Hobro voksen enkel,111
6009017,Skinkeschnitzel,111
3495896,ØLKORT 10X ØL,111
5982498,Pølser,111
480289,115. Pizza Carne Macinate,111
5971864,Lago,111
668432,New York,111
2452192,Personale vand,111
2463325,Salat pizza,111
5971886,Kogt Skinke,111
5998173,Kartoffelmad med Ristede Løg,111
106680,Sour Beer with raspberry - 3.0%,111
1229478,Adelhardt ØKO Rabarber,111
5985935,1x frokost - GL. PRIS,111
5984736,Fanta,111
5988083,Ice hazelnut,111
4419357,4 kg Rugmel / knaekket rug,111
5997280,VỊT SỐT CARI ĐỎ,111
5987007,Salt Raspberry,111
1378053,Coca-cola,111
460683,10 stk. Menu Orange,111
604011,Moules Frites,111
497997,Tunmousse,111
1406290,Hot sweet,111
799251,Finito,111
830954,Unspecified,111
6009811,Afgang ølkort,111
470855,10. Mediterranean Falafel Fiesta,110
893353,Linie/o.p. 3 cl,110
480455,Rigatoni Gorgo Al Gamberetti,110
917864,Side,110
323434,Husum menu 2,110
497795,Stegte Nudler med Oksekød i Saté,110
1830830,Napoli,110
1816251,Snacks,110
459486,Coca-Cola,110
611141,Azteka,110
5942291,FREJA WEWER ASICS SPECIAL COCONUT MATCHA,110
538102,FADØL 40CL,110
5941897,Bodyboost,110
534137,Tapas 2 Personer,110
656202,Milano,110
639113,Indbagt svinekød,110
5989200,Hotdog,110
770159,Cones 3stk,110
4029951,Pizza Nordisk,110
5942224,Bøfsandwich,110
684634,Pølsehorn,110
684447,Unspecified,110
2049762,Kaffe med mælk,110
807140,Kebab sandwich,110
446499,Flat White,110
5986633,"2022 Bourgogne du Chateau, Pinot Noir",110
5986646,Red Onion Relish,110
5986597,Paloma,110
5964907,Powerlatte,110
5956620,Kylling/Bacon Omelet,110
603730,Quattro Formaggi,110
533518,Bacon Cheeseburger,110
5956654,Dagens Suppe,110
802413,Chiliolie,110
3785106,Hale's Blue Boy Sala Flavored Syrup,110
5987308,Vand,110
545468,Pølsemix,110
5956698,Flat White,110
5969933,Red bull,110
552443,Espresso Small,110
716779,Ufo (dobbelt Indbagt),110
552401,Fresh Miojito,110
5962529,Ravioli kalv,110
3497420,"Lee Kum Kee, Chili Oil 207ml",110
529882,Lasagne al Gorgonzola,110
810900,Tun,110
5982494,Kebab Box,110
2347806,Drinks Kande,110
685765,Pasta Carbonara,110
668401,Bari,110
5962597,Cafe Latte,110
5999940,Drink 4 cl,110
555983,Caffe Latte,110
958468,Downtown m2,110
2490438,Durum med chicken,110
489650,Naturfrisk ingefæjuice (øko),110
579017,Kildevand,110
523978,Albani Pilsner,110
5937380,Peanut Oil 1L,110
523948,Albani Pilsner,110
5937119,Kernebolle,110
617132,"3 Ice, Shaker, Breezer eller Mokai",110
2626185,Champignon,110
404471,Napoletana  ,110
5980158,Småkager & Kiks,110
5978900,55. kylling med pommes frites,110
822781,Rød og Hvidvin 1. Glas,110
6005768,Pilsner Fad,110
829819,Burger frokost,110
5201590,Candy Noodle Cup,110
5977952,"Strøm, Per KwH",110
578746,Butter Chicken,110
645846,Barbeque 2,110
578696,A. Kylling Biryani Medium,110
5951659,Diverse,110
497364,Crispy Tempura (8 Stk),110
368023,Scone,110
645892,Maxi Cheese Okse,110
5977290,Apple Juice,110
515322,Kaffe Latte,110
615112,Husets Rødvin,110
937257,Fisk El. Laxe Frikadelle m. Pommes,110
5960855,ske,110
5235795,Små,110
5956571,Hjemmelavet Yuzu Lemonade,109
489818,Pita Kylling Strimler,109
2187532,Ekstra ost alm pizza,109
2611355,Varmrøget Laksesalat,109
440117,Durum falafel,109
552403,Fresh Melon,109
4294197,Mauro hvidvin glas,109
695469,Espresso,109
5950269,Moscow mule,109
5966264,Stor Soft Ice med ...    Dip,109
563729,Torento,109
383220,Daim/Salty licorice,109
563880,Luna,109
563881,Asger,109
806039,A.  Gorgonzola pizza,109
622392,Calzone,109
484153,"Kebab, Løg, Frisk Salat, Frisk Tomat, Agurk, Cremfraiche Dressing",109
543838,Bianca,109
2759463,Franskbrød,109
1230812,Kylling i karry m. Ris,109
615525,Stor Sodavand,109
4249310,Guldhorn,109
537710,Thy Økologisk Pilsner,109
94559,Chocolate Cake,109
716683,Dagens varme ret,109
97256,Vitamin Well Recover,109
668474,Pepperoni Salad Pizza,109
5973515,Margherita,109
466941,Frankfurter,109
1593457,Brownie,109
311005,Rejecocktail,109
5946667,Mineralvand (50 cl),109
5937804,Kaffe,109
5944749,F1. Frokost Hjemmelavet Durum,109
467140,Oksekød i karry,109
3157023,Te(150g),109
5994143,Cookies,109
802396,Remoulade,109
5941800,Pant,109
5994267,1 kugle,109
695008,Brasilianer,109
467172,Kogte Ris,109
343770,Laks Sticks,109
1901875,Lille soda,109
694993,Vegetar,109
461677,Sexy Hawaii,109
5958721,Spice Bag,108
5957994,JULE TUBORG,108
5957983,Takis blue heat,108
6015213,Garderobe,108
6010927,"Kaffe, sort uden noget",108
5982080,KØDSTRIMLER,108
5982456,Sodavand,108
5943927,"13. Add-on Kylling, Tzatziki, Avokadocreme, Hummus, Pesto eller Gedeost",108
5964292,Parmaskinke,108
2107694,Fruchtsaftgetränk - Orange,108
2152428,Flaske Øl,108
645804,Øl (Flaske),108
5957182,San Benedetto Lemon,108
5958673,EXTRA STÆNGER KARDINAL,108
5963131,Tuborg guld Lille,108
2852584,Rød/Hvidvin/Rose Flaske 75cl,108
805840,Kim,108
1256351,Classic Chocolate Milk,108
5967018,Pad See Ew - Tofu,108
5995526,Kylling Burger,108
5977068,Toscana,108
5902395,Kasse flygel,108
323491,Crispy chicken roll (8 stk.),108
1248924,Ostepølse,108
487887,Tasty treat,108
2774362,Sodavand m pant,108
543421,Hvidvin 1/2 fl.,108
5951932,Prince,108
5966686,Fresh,108
5978250,Tom Passion,108
519785,Etna,108
5966047,Græsk Bøf med Bearnaise Sauce,108
656742,Sød Vaffel,108
5980324,4 Kugle,108
5955637,Batman 41,108
2079195,Cocio/juice 25 cl.,108
5944461,Durum Kylling,108
500187,Skinkeschnitzel,108
5998524,"De Chansac, Sauvignon Blanc",108
5956279,Grimbergen Double Ambree 6.5%,108
533808,Smørrebrød (40),108
5968592,Small Selection Box - Love,108
5968579,Organic Slow Crafted Sweet Liquorice Stick,108
5968450,Ankers hjerteæske,108
5968296,Multi-vitamin,108
5987616,Pizza Bella,108
574448,Khau Keap Kung,108
5977072,Napoli,108
1298358,Crabbies ginger beer original,108
5995022,Tavle forret,108
429082,Kyllingesalat.,108
